Fecha,Año,Mes,Mes_Nombre,Dia,Trimestre,Producto,Categoría,Cantidad,Precio,Ciudad,Total_Venta
2026-02-06,2026,2,Febrero,6,2026Q1,Webcam HD,Accesorios,2,190.0,Puno,380.0
2026-02-06,2026,2,Febrero,6,2026Q1,USB 128GB,Almacenamiento,4,78.75,Tacna,315.0
2026-03-09,2026,3,Marzo,9,2026Q1,Monitor 27,Computadoras,20,1250.0,Trujillo,25000.0
2026-03-21,2026,3,Marzo,21,2026Q1,Audífonos Pro,Accesorios,14,225.0,Puno,3150.0
2026-06-05,2026,6,Junio,5,2026Q2,Mouse X,Accesorios,1,52.5,Juliaca,52.5
2026-06-24,2026,6,Junio,24,2026Q2,Monitor 27,Computadoras,8,1250.0,Moquegua,10000.0
2026-01-31,2026,1,Enero,31,2026Q1,Laptop B,Computadoras,13,3040.0,Tacna,39520.0
2026-02-24,2026,2,Febrero,24,2026Q1,Disco SSD 1TB,Almacenamiento,19,418.0,Arequipa,7942.0
2026-02-14,2026,2,Febrero,14,2026Q1,Cable UTP,Redes,15,25.0,Trujillo,375.0
2026-02-04,2026,2,Febrero,4,2026Q1,Monitor 24,Computadoras,3,892.5,Trujillo,2677.5
2026-05-19,2026,5,Mayo,19,2026Q2,USB 64GB,Almacenamiento,4,40.5,Lima,162.0
2026-07-12,2026,7,Julio,12,2026Q3,Disco SSD 2TB,Almacenamiento,13,690.0,Lima,8970.0
2026-05-10,2026,5,Mayo,10,2026Q2,Router WiFi,Redes,12,241.5,Juliaca,2898.0
2026-03-04,2026,3,Marzo,4,2026Q1,Monitor 27,Computadoras,16,1375.0,Juliaca,22000.0
2026-01-24,2026,1,Enero,24,2026Q1,Impresora A,Impresoras,12,819.0,Lima,9828.0
2026-04-15,2026,4,Abril,15,2026Q2,Laptop C,Computadoras,14,4100.0,Juliaca,57400.0
2026-04-11,2026,4,Abril,11,2026Q2,Router WiFi,Redes,8,230.0,Trujillo,1840.0
2026-03-25,2026,3,Marzo,25,2026Q1,Disco SSD 1TB,Almacenamiento,12,418.0,Tacna,5016.0
2026-03-22,2026,3,Marzo,22,2026Q1,USB 128GB,Almacenamiento,6,78.75,Tacna,472.5
2026-06-15,2026,6,Junio,15,2026Q2,Impresora A,Impresoras,20,819.0,Moquegua,16380.0
2026-07-04,2026,7,Julio,4,2026Q3,Router WiFi,Redes,1,241.5,Lima,241.5
2026-07-05,2026,7,Julio,5,2026Q3,Disco SSD 1TB,Almacenamiento,10,380.0,Tacna,3800.0
2026-04-10,2026,4,Abril,10,2026Q2,Monitor 27,Computadoras,16,1250.0,Puno,20000.0
2026-05-02,2026,5,Mayo,2,2026Q2,Webcam HD,Accesorios,6,190.0,Tacna,1140.0
2026-07-25,2026,7,Julio,25,2026Q3,PC Gamer X,Computadoras,4,5720.0,Puno,22880.0
2026-06-21,2026,6,Junio,21,2026Q2,Disco SSD 1TB,Almacenamiento,20,380.0,Tacna,7600.0
2026-02-24,2026,2,Febrero,24,2026Q1,Audífonos Pro,Accesorios,3,250.0,Arequipa,750.0
2026-03-14,2026,3,Marzo,14,2026Q1,Monitor 27,Computadoras,11,1250.0,Moquegua,13750.0
2026-06-21,2026,6,Junio,21,2026Q2,USB 64GB,Almacenamiento,14,42.75,Cusco,598.5
2026-04-28,2026,4,Abril,28,2026Q2,Mouse Gamer,Accesorios,6,180.0,Moquegua,1080.0
2026-07-27,2026,7,Julio,27,2026Q3,Disco SSD 1TB,Almacenamiento,2,399.0,Moquegua,798.0
2026-03-22,2026,3,Marzo,22,2026Q1,Laptop C,Computadoras,1,4305.0,Cusco,4305.0
2026-02-02,2026,2,Febrero,2,2026Q1,Monitor 27,Computadoras,20,1375.0,Juliaca,27500.0
2026-07-12,2026,7,Julio,12,2026Q3,Teclado K1,Accesorios,18,120.0,Moquegua,2160.0
2026-08-07,2026,8,Agosto,7,2026Q3,Monitor 27,Computadoras,2,1312.5,Arequipa,2625.0
2026-06-24,2026,6,Junio,24,2026Q2,Router WiFi,Redes,1,207.0,Juliaca,207.0
2026-06-12,2026,6,Junio,12,2026Q2,USB 128GB,Almacenamiento,12,82.5,Puno,990.0
2026-06-08,2026,6,Junio,8,2026Q2,Disco SSD 1TB,Almacenamiento,20,361.0,Arequipa,7220.0
2026-08-11,2026,8,Agosto,11,2026Q3,Disco SSD 1TB,Almacenamiento,18,380.0,Tacna,6840.0
2026-03-17,2026,3,Marzo,17,2026Q1,Monitor 24,Computadoras,8,850.0,Cusco,6800.0
2026-08-09,2026,8,Agosto,9,2026Q3,Audífonos Pro,Accesorios,9,250.0,Moquegua,2250.0
2026-03-06,2026,3,Marzo,6,2026Q1,Impresora A,Impresoras,8,702.0,Puno,5616.0
2026-02-11,2026,2,Febrero,11,2026Q1,Webcam HD,Accesorios,18,190.0,Cusco,3420.0
2026-06-04,2026,6,Junio,4,2026Q2,USB 64GB,Almacenamiento,1,42.75,Moquegua,42.75
2026-03-22,2026,3,Marzo,22,2026Q1,PC Gamer X,Computadoras,9,4940.0,Juliaca,44460.0
2026-05-30,2026,5,Mayo,30,2026Q2,Audífonos Pro,Accesorios,18,250.0,Puno,4500.0
2026-07-07,2026,7,Julio,7,2026Q3,Teclado K1,Accesorios,1,126.0,Moquegua,126.0
2026-03-25,2026,3,Marzo,25,2026Q1,Monitor 27,Computadoras,3,1187.5,Tacna,3562.5
2026-07-24,2026,7,Julio,24,2026Q3,Laptop C,Computadoras,16,3895.0,Lima,62320.0
2026-03-01,2026,3,Marzo,1,2026Q1,Mouse Gamer,Accesorios,10,198.0,Juliaca,1980.0
2026-01-26,2026,1,Enero,26,2026Q1,Laptop A,Computadoras,8,2625.0,Arequipa,21000.0
2026-08-15,2026,8,Agosto,15,2026Q3,Router WiFi,Redes,3,241.5,Puno,724.5
2026-04-05,2026,4,Abril,5,2026Q2,Teclado K1,Accesorios,12,108.0,Trujillo,1296.0
2026-05-12,2026,5,Mayo,12,2026Q2,USB 128GB,Almacenamiento,6,67.5,Tacna,405.0
2026-01-28,2026,1,Enero,28,2026Q1,Mouse X,Accesorios,2,55.0,Tacna,110.0
2026-05-18,2026,5,Mayo,18,2026Q2,Mouse Gamer,Accesorios,12,180.0,Moquegua,2160.0
2026-07-21,2026,7,Julio,21,2026Q3,Laptop C,Computadoras,4,3895.0,Trujillo,15580.0
2026-02-14,2026,2,Febrero,14,2026Q1,Router WiFi,Redes,18,253.0,Cusco,4554.0
2026-05-09,2026,5,Mayo,9,2026Q2,Mouse X,Accesorios,2,50.0,Moquegua,100.0
2026-02-24,2026,2,Febrero,24,2026Q1,Impresora Multifunción,Impresoras,12,1092.5,Moquegua,13110.0
2026-01-27,2026,1,Enero,27,2026Q1,Laptop B,Computadoras,7,2880.0,Moquegua,20160.0
2026-07-23,2026,7,Julio,23,2026Q3,Router WiFi,Redes,19,207.0,Juliaca,3933.0
2026-04-22,2026,4,Abril,22,2026Q2,Disco SSD 2TB,Almacenamiento,16,621.0,Lima,9936.0
2026-08-11,2026,8,Agosto,11,2026Q3,Laptop C,Computadoras,14,3895.0,Juliaca,54530.0
2026-03-31,2026,3,Marzo,31,2026Q1,Impresora A,Impresoras,13,741.0,Arequipa,9633.0
2026-08-11,2026,8,Agosto,11,2026Q3,Laptop A,Computadoras,8,2625.0,Moquegua,21000.0
2026-06-08,2026,6,Junio,8,2026Q2,Laptop B,Computadoras,18,3360.0,Trujillo,60480.0
2026-03-08,2026,3,Marzo,8,2026Q1,Cable UTP,Redes,9,25.0,Moquegua,225.0
2026-08-08,2026,8,Agosto,8,2026Q3,Monitor 24,Computadoras,6,850.0,Trujillo,5100.0
2026-03-25,2026,3,Marzo,25,2026Q1,Disco SSD 1TB,Almacenamiento,6,361.0,Cusco,2166.0
2026-08-01,2026,8,Agosto,1,2026Q3,Disco SSD 2TB,Almacenamiento,19,690.0,Juliaca,13110.0
2026-04-07,2026,4,Abril,7,2026Q2,Mouse Gamer,Accesorios,6,180.0,Lima,1080.0
2026-02-19,2026,2,Febrero,19,2026Q1,Cable UTP,Redes,3,27.5,Moquegua,82.5
2026-01-07,2026,1,Enero,7,2026Q1,USB 128GB,Almacenamiento,7,71.25,Puno,498.75
2026-04-15,2026,4,Abril,15,2026Q2,Laptop B,Computadoras,12,3520.0,Trujillo,42240.0
2026-06-26,2026,6,Junio,26,2026Q2,Disco SSD 1TB,Almacenamiento,15,342.0,Puno,5130.0
2026-04-08,2026,4,Abril,8,2026Q2,Laptop C,Computadoras,2,3895.0,Trujillo,7790.0
2026-05-25,2026,5,Mayo,25,2026Q2,Mouse X,Accesorios,20,50.0,Tacna,1000.0
2026-07-26,2026,7,Julio,26,2026Q3,USB 128GB,Almacenamiento,4,75.0,Arequipa,300.0
2026-05-10,2026,5,Mayo,10,2026Q2,PC Gamer X,Computadoras,14,5720.0,Trujillo,80080.0
2026-05-29,2026,5,Mayo,29,2026Q2,Monitor 24,Computadoras,12,807.5,Trujillo,9690.0
2026-01-24,2026,1,Enero,24,2026Q1,Laptop A,Computadoras,19,2375.0,Trujillo,45125.0
2026-01-23,2026,1,Enero,23,2026Q1,Mouse X,Accesorios,19,47.5,Arequipa,902.5
2026-08-17,2026,8,Agosto,17,2026Q3,Monitor 27,Computadoras,20,1125.0,Arequipa,22500.0
2026-06-21,2026,6,Junio,21,2026Q2,USB 128GB,Almacenamiento,15,75.0,Trujillo,1125.0
2026-02-27,2026,2,Febrero,27,2026Q1,Impresora Multifunción,Impresoras,16,1035.0,Puno,16560.0
2026-04-30,2026,4,Abril,30,2026Q2,Webcam HD,Accesorios,17,209.0,Arequipa,3553.0
2026-03-01,2026,3,Marzo,1,2026Q1,USB 128GB,Almacenamiento,13,82.5,Juliaca,1072.5
2026-04-04,2026,4,Abril,4,2026Q2,Audífonos Pro,Accesorios,20,250.0,Arequipa,5000.0
2026-04-06,2026,4,Abril,6,2026Q2,Laptop A,Computadoras,16,2625.0,Moquegua,42000.0
2026-04-04,2026,4,Abril,4,2026Q2,Audífonos Pro,Accesorios,13,250.0,Puno,3250.0
2026-04-17,2026,4,Abril,17,2026Q2,Webcam HD,Accesorios,2,190.0,Moquegua,380.0
2026-05-04,2026,5,Mayo,4,2026Q2,Mouse Gamer,Accesorios,15,180.0,Cusco,2700.0
2026-02-17,2026,2,Febrero,17,2026Q1,Switch 8P,Redes,5,310.0,Lima,1550.0
2026-01-20,2026,1,Enero,20,2026Q1,Monitor 24,Computadoras,19,765.0,Tacna,14535.0
2026-04-21,2026,4,Abril,21,2026Q2,Disco SSD 2TB,Almacenamiento,6,759.0,Arequipa,4554.0
2026-03-16,2026,3,Marzo,16,2026Q1,PC Gamer X,Computadoras,19,5460.0,Lima,103740.0
2026-08-09,2026,8,Agosto,9,2026Q3,Mouse Gamer,Accesorios,12,198.0,Tacna,2376.0
2026-07-22,2026,7,Julio,22,2026Q3,PC Gamer X,Computadoras,19,5200.0,Juliaca,98800.0
2026-05-20,2026,5,Mayo,20,2026Q2,Monitor 27,Computadoras,2,1250.0,Moquegua,2500.0
2026-02-16,2026,2,Febrero,16,2026Q1,Impresora A,Impresoras,10,780.0,Trujillo,7800.0
2026-07-04,2026,7,Julio,4,2026Q3,PC Gamer X,Computadoras,19,5460.0,Arequipa,103740.0
2026-07-21,2026,7,Julio,21,2026Q3,Impresora A,Impresoras,19,702.0,Lima,13338.0
2026-01-11,2026,1,Enero,11,2026Q1,PC Gamer X,Computadoras,16,5200.0,Juliaca,83200.0
2026-08-03,2026,8,Agosto,3,2026Q3,Mouse Gamer,Accesorios,10,198.0,Puno,1980.0
2026-03-22,2026,3,Marzo,22,2026Q1,Mouse Gamer,Accesorios,14,180.0,Lima,2520.0
2026-05-15,2026,5,Mayo,15,2026Q2,PC Gamer X,Computadoras,18,5720.0,Lima,102960.0
2026-05-29,2026,5,Mayo,29,2026Q2,Monitor 24,Computadoras,17,892.5,Cusco,15172.5
2026-04-12,2026,4,Abril,12,2026Q2,Monitor 24,Computadoras,17,850.0,Arequipa,14450.0
2026-07-04,2026,7,Julio,4,2026Q3,Impresora A,Impresoras,8,858.0,Lima,6864.0
2026-03-06,2026,3,Marzo,6,2026Q1,USB 128GB,Almacenamiento,1,82.5,Arequipa,82.5
2026-06-06,2026,6,Junio,6,2026Q2,Switch 8P,Redes,3,294.5,Juliaca,883.5
2026-07-03,2026,7,Julio,3,2026Q3,PC Gamer X,Computadoras,7,4680.0,Moquegua,32760.0
2026-07-09,2026,7,Julio,9,2026Q3,Cable UTP,Redes,4,23.75,Lima,95.0
2026-05-11,2026,5,Mayo,11,2026Q2,Monitor 24,Computadoras,16,850.0,Tacna,13600.0
2026-07-09,2026,7,Julio,9,2026Q3,Mouse X,Accesorios,17,47.5,Arequipa,807.5
2026-04-21,2026,4,Abril,21,2026Q2,Laptop C,Computadoras,15,4100.0,Arequipa,61500.0
2026-05-03,2026,5,Mayo,3,2026Q2,USB 64GB,Almacenamiento,1,49.5,Tacna,49.5
2026-05-11,2026,5,Mayo,11,2026Q2,Switch 8P,Redes,18,279.0,Moquegua,5022.0
2026-08-07,2026,8,Agosto,7,2026Q3,Switch 8P,Redes,4,310.0,Puno,1240.0
2026-02-14,2026,2,Febrero,14,2026Q1,USB 128GB,Almacenamiento,7,75.0,Trujillo,525.0
2026-05-09,2026,5,Mayo,9,2026Q2,USB 128GB,Almacenamiento,14,75.0,Arequipa,1050.0
2026-01-02,2026,1,Enero,2,2026Q1,Disco SSD 1TB,Almacenamiento,2,342.0,Lima,684.0
2026-03-03,2026,3,Marzo,3,2026Q1,PC Gamer X,Computadoras,13,5200.0,Trujillo,67600.0
2026-07-07,2026,7,Julio,7,2026Q3,Mouse X,Accesorios,4,45.0,Trujillo,180.0
2026-02-10,2026,2,Febrero,10,2026Q1,Teclado K1,Accesorios,16,108.0,Puno,1728.0
2026-08-01,2026,8,Agosto,1,2026Q3,Cable UTP,Redes,5,25.0,Moquegua,125.0
2026-04-22,2026,4,Abril,22,2026Q2,Monitor 27,Computadoras,12,1375.0,Puno,16500.0
2026-03-05,2026,3,Marzo,5,2026Q1,USB 128GB,Almacenamiento,20,82.5,Arequipa,1650.0
2026-07-17,2026,7,Julio,17,2026Q3,Switch 8P,Redes,18,310.0,Arequipa,5580.0
2026-01-24,2026,1,Enero,24,2026Q1,PC Gamer X,Computadoras,14,4680.0,Cusco,65520.0
2026-05-26,2026,5,Mayo,26,2026Q2,Laptop C,Computadoras,7,4510.0,Arequipa,31570.0
2026-01-19,2026,1,Enero,19,2026Q1,PC Gamer X,Computadoras,6,4680.0,Moquegua,28080.0
2026-04-10,2026,4,Abril,10,2026Q2,Laptop B,Computadoras,16,3360.0,Lima,53760.0
2026-06-20,2026,6,Junio,20,2026Q2,Mouse Gamer,Accesorios,14,180.0,Lima,2520.0
2026-01-08,2026,1,Enero,8,2026Q1,Monitor 27,Computadoras,1,1250.0,Juliaca,1250.0
2026-07-09,2026,7,Julio,9,2026Q3,USB 64GB,Almacenamiento,14,45.0,Juliaca,630.0
2026-07-03,2026,7,Julio,3,2026Q3,Disco SSD 2TB,Almacenamiento,14,759.0,Moquegua,10626.0
2026-03-16,2026,3,Marzo,16,2026Q1,Router WiFi,Redes,16,241.5,Arequipa,3864.0
2026-07-06,2026,7,Julio,6,2026Q3,Teclado K1,Accesorios,13,108.0,Moquegua,1404.0
2026-07-30,2026,7,Julio,30,2026Q3,Webcam HD,Accesorios,9,199.5,Moquegua,1795.5
2026-06-04,2026,6,Junio,4,2026Q2,Monitor 27,Computadoras,12,1125.0,Trujillo,13500.0
2026-05-01,2026,5,Mayo,1,2026Q2,Mouse X,Accesorios,3,55.0,Arequipa,165.0
2026-04-18,2026,4,Abril,18,2026Q2,Laptop C,Computadoras,11,4100.0,Juliaca,45100.0
2026-08-11,2026,8,Agosto,11,2026Q3,Teclado K1,Accesorios,13,114.0,Tacna,1482.0
2026-05-26,2026,5,Mayo,26,2026Q2,USB 128GB,Almacenamiento,14,75.0,Arequipa,1050.0
2026-07-26,2026,7,Julio,26,2026Q3,PC Gamer X,Computadoras,14,4680.0,Puno,65520.0
2026-05-30,2026,5,Mayo,30,2026Q2,Laptop A,Computadoras,18,2750.0,Moquegua,49500.0
2026-05-25,2026,5,Mayo,25,2026Q2,Disco SSD 2TB,Almacenamiento,4,621.0,Cusco,2484.0
2026-01-24,2026,1,Enero,24,2026Q1,Mouse Gamer,Accesorios,16,162.0,Trujillo,2592.0
2026-08-18,2026,8,Agosto,18,2026Q3,Webcam HD,Accesorios,15,209.0,Moquegua,3135.0
2026-05-15,2026,5,Mayo,15,2026Q2,USB 64GB,Almacenamiento,16,47.25,Cusco,756.0
2026-03-08,2026,3,Marzo,8,2026Q1,Laptop B,Computadoras,10,3040.0,Juliaca,30400.0
2026-06-29,2026,6,Junio,29,2026Q2,PC Gamer X,Computadoras,17,5720.0,Juliaca,97240.0
2026-01-14,2026,1,Enero,14,2026Q1,USB 128GB,Almacenamiento,13,71.25,Moquegua,926.25
2026-06-21,2026,6,Junio,21,2026Q2,USB 64GB,Almacenamiento,11,45.0,Lima,495.0
2026-03-28,2026,3,Marzo,28,2026Q1,Impresora A,Impresoras,14,780.0,Lima,10920.0
2026-08-14,2026,8,Agosto,14,2026Q3,USB 64GB,Almacenamiento,12,47.25,Cusco,567.0
2026-07-22,2026,7,Julio,22,2026Q3,Impresora A,Impresoras,2,780.0,Juliaca,1560.0
2026-05-15,2026,5,Mayo,15,2026Q2,Monitor 24,Computadoras,8,850.0,Tacna,6800.0
2026-08-07,2026,8,Agosto,7,2026Q3,Teclado K1,Accesorios,13,114.0,Lima,1482.0
2026-01-15,2026,1,Enero,15,2026Q1,Laptop C,Computadoras,8,4305.0,Juliaca,34440.0
2026-06-16,2026,6,Junio,16,2026Q2,PC Gamer X,Computadoras,3,5720.0,Cusco,17160.0
2026-07-31,2026,7,Julio,31,2026Q3,Monitor 27,Computadoras,4,1250.0,Tacna,5000.0
2026-01-06,2026,1,Enero,6,2026Q1,Laptop A,Computadoras,19,2500.0,Lima,47500.0
2026-04-10,2026,4,Abril,10,2026Q2,Monitor 27,Computadoras,1,1250.0,Moquegua,1250.0
2026-05-26,2026,5,Mayo,26,2026Q2,Laptop C,Computadoras,12,3895.0,Arequipa,46740.0
2026-01-30,2026,1,Enero,30,2026Q1,Switch 8P,Redes,14,310.0,Juliaca,4340.0
2026-06-02,2026,6,Junio,2,2026Q2,USB 128GB,Almacenamiento,10,75.0,Puno,750.0
2026-04-26,2026,4,Abril,26,2026Q2,Laptop A,Computadoras,9,2500.0,Moquegua,22500.0
2026-07-02,2026,7,Julio,2,2026Q3,Disco SSD 2TB,Almacenamiento,14,690.0,Lima,9660.0
2026-02-23,2026,2,Febrero,23,2026Q1,Monitor 27,Computadoras,6,1250.0,Juliaca,7500.0
2026-05-08,2026,5,Mayo,8,2026Q2,Audífonos Pro,Accesorios,16,262.5,Lima,4200.0
2026-06-08,2026,6,Junio,8,2026Q2,Switch 8P,Redes,10,310.0,Cusco,3100.0
2026-07-16,2026,7,Julio,16,2026Q3,Laptop A,Computadoras,18,2500.0,Juliaca,45000.0
2026-08-16,2026,8,Agosto,16,2026Q3,Laptop B,Computadoras,14,3200.0,Juliaca,44800.0
2026-01-15,2026,1,Enero,15,2026Q1,Switch 8P,Redes,15,310.0,Puno,4650.0
2026-02-07,2026,2,Febrero,7,2026Q1,Laptop A,Computadoras,9,2625.0,Puno,23625.0
2026-06-15,2026,6,Junio,15,2026Q2,Mouse Gamer,Accesorios,20,189.0,Arequipa,3780.0
2026-01-31,2026,1,Enero,31,2026Q1,Impresora Multifunción,Impresoras,17,1150.0,Puno,19550.0
2026-07-19,2026,7,Julio,19,2026Q3,Laptop A,Computadoras,10,2500.0,Juliaca,25000.0
2026-07-28,2026,7,Julio,28,2026Q3,Audífonos Pro,Accesorios,6,262.5,Puno,1575.0
2026-06-13,2026,6,Junio,13,2026Q2,Cable UTP,Redes,6,25.0,Cusco,150.0
2026-05-28,2026,5,Mayo,28,2026Q2,Laptop C,Computadoras,9,4510.0,Juliaca,40590.0
2026-01-09,2026,1,Enero,9,2026Q1,USB 128GB,Almacenamiento,6,82.5,Arequipa,495.0
2026-02-03,2026,2,Febrero,3,2026Q1,Audífonos Pro,Accesorios,20,250.0,Puno,5000.0
2026-02-22,2026,2,Febrero,22,2026Q1,Router WiFi,Redes,16,230.0,Trujillo,3680.0
2026-02-01,2026,2,Febrero,1,2026Q1,PC Gamer X,Computadoras,17,5200.0,Moquegua,88400.0
2026-06-20,2026,6,Junio,20,2026Q2,Disco SSD 2TB,Almacenamiento,8,724.5,Lima,5796.0
2026-02-21,2026,2,Febrero,21,2026Q1,Laptop C,Computadoras,18,4510.0,Moquegua,81180.0
2026-04-11,2026,4,Abril,11,2026Q2,Laptop A,Computadoras,17,2250.0,Juliaca,38250.0
2026-01-12,2026,1,Enero,12,2026Q1,Impresora Multifunción,Impresoras,11,1265.0,Tacna,13915.0
2026-02-23,2026,2,Febrero,23,2026Q1,Monitor 27,Computadoras,3,1125.0,Cusco,3375.0
2026-02-04,2026,2,Febrero,4,2026Q1,Impresora A,Impresoras,1,741.0,Trujillo,741.0
2026-06-25,2026,6,Junio,25,2026Q2,Mouse X,Accesorios,20,55.0,Cusco,1100.0
2026-03-17,2026,3,Marzo,17,2026Q1,USB 64GB,Almacenamiento,5,42.75,Cusco,213.75
2026-01-23,2026,1,Enero,23,2026Q1,Webcam HD,Accesorios,20,190.0,Juliaca,3800.0
2026-07-24,2026,7,Julio,24,2026Q3,Router WiFi,Redes,20,230.0,Moquegua,4600.0
2026-06-14,2026,6,Junio,14,2026Q2,Teclado K1,Accesorios,17,120.0,Cusco,2040.0
2026-05-08,2026,5,Mayo,8,2026Q2,Webcam HD,Accesorios,17,190.0,Moquegua,3230.0
2026-06-25,2026,6,Junio,25,2026Q2,Teclado K1,Accesorios,6,126.0,Trujillo,756.0
2026-01-27,2026,1,Enero,27,2026Q1,Webcam HD,Accesorios,12,190.0,Trujillo,2280.0
2026-05-04,2026,5,Mayo,4,2026Q2,Mouse X,Accesorios,3,50.0,Puno,150.0
2026-06-17,2026,6,Junio,17,2026Q2,Laptop B,Computadoras,4,3200.0,Trujillo,12800.0
2026-02-19,2026,2,Febrero,19,2026Q1,Cable UTP,Redes,8,27.5,Tacna,220.0
2026-02-16,2026,2,Febrero,16,2026Q1,Audífonos Pro,Accesorios,20,250.0,Juliaca,5000.0
2026-08-13,2026,8,Agosto,13,2026Q3,Laptop A,Computadoras,19,2750.0,Moquegua,52250.0
2026-08-12,2026,8,Agosto,12,2026Q3,Audífonos Pro,Accesorios,13,225.0,Cusco,2925.0
2026-04-10,2026,4,Abril,10,2026Q2,USB 64GB,Almacenamiento,7,45.0,Lima,315.0
2026-03-06,2026,3,Marzo,6,2026Q1,USB 64GB,Almacenamiento,20,40.5,Tacna,810.0
2026-02-07,2026,2,Febrero,7,2026Q1,Monitor 24,Computadoras,12,850.0,Puno,10200.0
2026-04-24,2026,4,Abril,24,2026Q2,Laptop C,Computadoras,16,4100.0,Trujillo,65600.0
2026-05-05,2026,5,Mayo,5,2026Q2,Impresora A,Impresoras,20,702.0,Puno,14040.0
2026-07-13,2026,7,Julio,13,2026Q3,USB 64GB,Almacenamiento,11,45.0,Trujillo,495.0
2026-07-11,2026,7,Julio,11,2026Q3,Disco SSD 2TB,Almacenamiento,5,690.0,Cusco,3450.0
2026-01-08,2026,1,Enero,8,2026Q1,Disco SSD 1TB,Almacenamiento,8,342.0,Arequipa,2736.0
2026-06-12,2026,6,Junio,12,2026Q2,Mouse X,Accesorios,9,55.0,Juliaca,495.0
2026-04-27,2026,4,Abril,27,2026Q2,Switch 8P,Redes,5,294.5,Lima,1472.5
2026-03-18,2026,3,Marzo,18,2026Q1,USB 64GB,Almacenamiento,5,42.75,Moquegua,213.75
2026-04-16,2026,4,Abril,16,2026Q2,Disco SSD 1TB,Almacenamiento,15,380.0,Lima,5700.0
2026-03-06,2026,3,Marzo,6,2026Q1,Teclado K1,Accesorios,10,114.0,Tacna,1140.0
2026-06-03,2026,6,Junio,3,2026Q2,Impresora A,Impresoras,8,741.0,Moquegua,5928.0
2026-03-20,2026,3,Marzo,20,2026Q1,Teclado K1,Accesorios,9,126.0,Puno,1134.0
2026-04-17,2026,4,Abril,17,2026Q2,Webcam HD,Accesorios,13,171.0,Puno,2223.0
2026-05-10,2026,5,Mayo,10,2026Q2,Impresora A,Impresoras,19,780.0,Tacna,14820.0
2026-04-28,2026,4,Abril,28,2026Q2,Laptop B,Computadoras,17,3200.0,Trujillo,54400.0
2026-08-12,2026,8,Agosto,12,2026Q3,Impresora A,Impresoras,4,702.0,Arequipa,2808.0
2026-06-28,2026,6,Junio,28,2026Q2,Disco SSD 1TB,Almacenamiento,3,380.0,Puno,1140.0
2026-04-18,2026,4,Abril,18,2026Q2,USB 128GB,Almacenamiento,20,75.0,Juliaca,1500.0
2026-03-01,2026,3,Marzo,1,2026Q1,Impresora Multifunción,Impresoras,19,1035.0,Juliaca,19665.0
2026-05-05,2026,5,Mayo,5,2026Q2,Cable UTP,Redes,9,26.25,Lima,236.25
2026-02-05,2026,2,Febrero,5,2026Q1,Switch 8P,Redes,20,325.5,Tacna,6510.0
2026-06-10,2026,6,Junio,10,2026Q2,Laptop B,Computadoras,7,3200.0,Tacna,22400.0
2026-01-20,2026,1,Enero,20,2026Q1,Mouse Gamer,Accesorios,17,162.0,Lima,2754.0
2026-04-01,2026,4,Abril,1,2026Q2,Switch 8P,Redes,19,310.0,Puno,5890.0
2026-05-12,2026,5,Mayo,12,2026Q2,Mouse Gamer,Accesorios,4,171.0,Lima,684.0
2026-07-12,2026,7,Julio,12,2026Q3,Monitor 24,Computadoras,20,850.0,Cusco,17000.0
2026-01-11,2026,1,Enero,11,2026Q1,Laptop A,Computadoras,17,2750.0,Moquegua,46750.0
2026-01-13,2026,1,Enero,13,2026Q1,Cable UTP,Redes,15,27.5,Lima,412.5
2026-01-25,2026,1,Enero,25,2026Q1,Router WiFi,Redes,7,207.0,Arequipa,1449.0
2026-07-04,2026,7,Julio,4,2026Q3,Disco SSD 2TB,Almacenamiento,4,621.0,Trujillo,2484.0
2026-07-29,2026,7,Julio,29,2026Q3,Laptop C,Computadoras,10,3690.0,Lima,36900.0
2026-08-08,2026,8,Agosto,8,2026Q3,Switch 8P,Redes,1,310.0,Arequipa,310.0
2026-06-20,2026,6,Junio,20,2026Q2,Monitor 24,Computadoras,5,807.5,Tacna,4037.5
2026-08-02,2026,8,Agosto,2,2026Q3,Laptop A,Computadoras,17,2625.0,Juliaca,44625.0
2026-07-26,2026,7,Julio,26,2026Q3,Teclado K1,Accesorios,7,120.0,Moquegua,840.0
2026-02-01,2026,2,Febrero,1,2026Q1,Monitor 24,Computadoras,15,850.0,Lima,12750.0
2026-08-12,2026,8,Agosto,12,2026Q3,USB 128GB,Almacenamiento,13,82.5,Moquegua,1072.5
2026-02-21,2026,2,Febrero,21,2026Q1,Impresora Multifunción,Impresoras,6,1092.5,Tacna,6555.0
2026-08-17,2026,8,Agosto,17,2026Q3,Monitor 27,Computadoras,20,1250.0,Arequipa,25000.0
2026-02-11,2026,2,Febrero,11,2026Q1,Switch 8P,Redes,20,310.0,Arequipa,6200.0
2026-01-04,2026,1,Enero,4,2026Q1,Switch 8P,Redes,1,310.0,Tacna,310.0
2026-02-21,2026,2,Febrero,21,2026Q1,Mouse X,Accesorios,15,45.0,Puno,675.0
2026-01-25,2026,1,Enero,25,2026Q1,Router WiFi,Redes,5,230.0,Moquegua,1150.0
2026-06-05,2026,6,Junio,5,2026Q2,Disco SSD 2TB,Almacenamiento,12,724.5,Arequipa,8694.0
